regcode,region,month,year,marriage,date
1.4e+10,Белгородская область,сентябрь,2012,1771,2012-09-01
1.4e+10,Белгородская область,сентябрь,2013,1812,2013-09-01
1.4e+10,Белгородская область,сентябрь,2014,1550,2014-09-01
1.4e+10,Белгородская область,сентябрь,2015,1661,2015-09-01
1.4e+10,Белгородская область,сентябрь,2016,1194,2016-09-01
1.4e+10,Белгородская область,сентябрь,2017,1510,2017-09-01
1.4e+10,Белгородская область,сентябрь,2018,1446,2018-09-01
1.4e+10,Белгородская область,сентябрь,2019,1273,2019-09-01
1.4e+10,Белгородская область,сентябрь,2020,968,2020-09-01
1.4e+10,Белгородская область,октябрь,2006,1140,2006-10-01
1.4e+10,Белгородская область,октябрь,2007,1329,2007-10-01
1.4e+10,Белгородская область,октябрь,2008,1137,2008-10-01
1.4e+10,Белгородская область,октябрь,2009,1216,2009-10-01
1.4e+10,Белгородская область,октябрь,2010,1371,2010-10-01
1.4e+10,Белгородская область,октябрь,2011,1494,2011-10-01
1.4e+10,Белгородская область,октябрь,2012,1035,2012-10-01
1.4e+10,Белгородская область,октябрь,2013,1067,2013-10-01
1.4e+10,Белгородская область,октябрь,2014,1137,2014-10-01
1.4e+10,Белгородская область,октябрь,2015,1214,2015-10-01
1.4e+10,Белгородская область,октябрь,2016,806,2016-10-01
1.4e+10,Белгородская область,октябрь,2017,816,2017-10-01
1.4e+10,Белгородская область,октябрь,2018,763,2018-10-01
1.4e+10,Белгородская область,октябрь,2019,866,2019-10-01
1.4e+10,Белгородская область,октябрь,2020,715,2020-10-01
1.4e+10,Белгородская область,ноябрь,2006,957,2006-11-01
1.4e+10,Белгородская область,ноябрь,2007,1531,2007-11-01
1.4e+10,Белгородская область,ноябрь,2008,966,2008-11-01
1.4e+10,Белгородская область,ноябрь,2009,905,2009-11-01
1.4e+10,Белгородская область,ноябрь,2010,899,2010-11-01
1.4e+10,Белгородская область,ноябрь,2011,1469,2011-11-01
1.4e+10,Белгородская область,ноябрь,2012,900,2012-11-01
1.4e+10,Белгородская область,ноябрь,2013,989,2013-11-01
1.4e+10,Белгородская область,ноябрь,2014,911,2014-11-01
1.4e+10,Белгородская область,ноябрь,2015,988,2015-11-01
1.4e+10,Белгородская область,ноябрь,2016,551,2016-11-01
1.4e+10,Белгородская область,ноябрь,2017,679,2017-11-01
1.4e+10,Белгородская область,ноябрь,2018,657,2018-11-01
1.4e+10,Белгородская область,ноябрь,2019,829,2019-11-01
1.4e+10,Белгородская область,ноябрь,2020,447,2020-11-01
1.4e+10,Белгородская область,декабрь,2006,615,2006-12-01
1.4e+10,Белгородская область,декабрь,2007,1359,2007-12-01
1.4e+10,Белгородская область,декабрь,2008,648,2008-12-01
1.4e+10,Белгородская область,декабрь,2009,632,2009-12-01
1.4e+10,Белгородская область,декабрь,2010,651,2010-12-01
1.4e+10,Белгородская область,декабрь,2011,1272,2011-12-01
1.4e+10,Белгородская область,декабрь,2012,726,2012-12-01
