region,period,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
76000000000 Забайкальский край,117 январь-апрель,"2,692","2,932","2,723","2,840","2,837","2,892","2,525","2,697","2,657","2,356","2,019","2,322","1,976","1,915","1,580"
76000000000 Забайкальский край,67 май,257,276,306,336,267,282,329,304,315,255,257,245,268,249,118
76000000000 Забайкальский край,121 январь-май,"2,949","3,208","3,029","3,176","3,104","3,174","2,854","3,001","2,972","2,611","2,276","2,567","2,244","2,164","1,698"
76000000000 Забайкальский край,66 июнь,854,"1,017",886,"1,025","1,019","1,028",950,"1,005",969,849,768,913,590,751,492
76000000000 Забайкальский край,120 январь-июнь,"3,803","4,225","3,915","4,201","4,123","4,202","3,804","4,006","3,941","3,460","3,044","3,480","2,834","2,915","2,190"
76000000000 Забайкальский край,65 июль,"1,047","1,130","1,094","1,140","1,214","1,221","1,134","1,185","1,110","1,084",937,"1,001",832,890,692
76000000000 Забайкальский край,119 январь-июль,"4,850","5,355","5,009","5,341","5,337","5,423","4,938","5,191","5,051","4,544","3,981","4,481","3,666","3,805","2,882"
76000000000 Забайкальский край,60 август,"1,150","1,187","1,359","1,204","1,212","1,225","1,184","1,253","1,170",944,863,915,893,856,734
76000000000 Забайкальский край,116 январь-август,"6,000","6,542","6,368","6,545","6,549","6,648","6,122","6,444","6,221","5,488","4,844","5,396","4,559","4,661","3,616"
76000000000 Забайкальский край,108 сентябрь,"1,019",964,864,987,962,"1,002",928,931,844,759,714,787,661,665,606
76000000000 Забайкальский край,125 январь-сентябрь,"7,019","7,506","7,232","7,532","7,511","7,650","7,050","7,375","7,065","6,247","5,558","6,183","5,220","5,326","4,222"
76000000000 Забайкальский край,105 октябрь,847,881,841,860,896,910,806,850,881,798,621,585,610,586,554
76000000000 Забайкальский край,124 январь-октябрь,"7,866","8,387","8,073","8,392","8,407","8,560","7,856","8,225","7,946","7,045","6,179","6,768","5,830","5,912","4,776"
76000000000 Забайкальский край,104 ноябрь,758,985,735,780,805,"1,046",746,775,691,657,517,602,607,649,351
76000000000 Забайкальский край,123 январь-ноябрь,"8,624","9,372","8,808","9,172","9,212","9,606","8,602","9,000","8,637","7,702","6,696","7,370","6,437","6,561","5,127"
76000000000 Забайкальский край,62 декабрь,850,"1,259",734,909,829,"1,212",768,768,848,951,522,634,553,795,352
76000000000 Забайкальский край,118 январь-декабрь,"9,474","10,631","9,542","10,081","10,041","10,818","9,370","9,768","9,485","8,653","7,218","8,004","6,990","7,356","5,479"
76100000000 Агинский Бурятский округ (Забайкальский край),115 январь,37,42,46,30,44,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),114 февраль,40,51,51,49,45,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),M01_02 январь-февраль,77,93,97,79,89,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),68 март,42,58,52,37,46,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),122 январь-март,119,151,149,116,135,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),61 апрель,56,64,68,53,47,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),117 январь-апрель,175,215,217,169,182,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),67 май,19,21,15,19,6,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),121 январь-май,194,236,232,188,188,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),66 июнь,50,63,73,71,71,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),120 январь-июнь,244,299,305,259,259,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),65 июль,81,86,99,96,82,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),119 январь-июль,325,385,404,355,341,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),60 август,113,94,92,97,92,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),116 январь-август,438,479,496,452,433,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),108 сентябрь,72,74,72,61,64,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),125 январь-сентябрь,510,553,568,513,497,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),105 октябрь,92,107,89,61,66,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),124 январь-октябрь,602,660,657,574,563,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),104 ноябрь,60,89,69,61,55,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),123 январь-ноябрь,662,749,726,635,618,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),62 декабрь,53,58,64,62,50,"","","","","","","","","",""
76100000000 Агинский Бурятский округ (Забайкальский край),118 январь-декабрь,715,807,790,697,668,"","","","","","","","","",""
98000000000 Республика Саха (Якутия),115 январь,284,263,284,315,314,326,301,320,379,294,257,325,265,279,226
98000000000 Республика Саха (Якутия),114 февраль,531,578,491,619,619,618,539,625,640,576,424,545,447,432,590
98000000000 Республика Саха (Якутия),M01_02 январь-февраль,815,841,775,934,933,944,840,945,"1,019",870,681,870,712,711,816
98000000000 Республика Саха (Якутия),68 март,552,592,600,550,630,672,604,743,608,550,484,572,589,527,434
98000000000 Республика Саха (Якутия),122 январь-март,"1,367","1,433","1,375","1,484","1,563","1,616","1,444","1,688","1,627","1,420","1,165","1,442","1,301","1,238","1,250"
98000000000 Республика Саха (Якутия),61 апрель,715,748,670,823,986,869,757,830,791,760,625,580,547,549,252
98000000000 Республика Саха (Якутия),117 январь-апрель,"2,082","2,181","2,045","2,307","2,549","2,485","2,201","2,518","2,418","2,180","1,790","2,022","1,848","1,787","1,502"
98000000000 Республика Саха (Якутия),67 май,218,191,257,228,244,233,303,317,327,280,254,286,243,202,113
98000000000 Республика Саха (Якутия),121 январь-май,"2,300","2,372","2,302","2,535","2,793","2,718","2,504","2,835","2,745","2,460","2,044","2,308","2,091","1,989","1,615"
98000000000 Республика Саха (Якутия),66 июнь,718,734,638,693,753,770,808,741,755,766,671,710,724,678,310
98000000000 Республика Саха (Якутия),120 январь-июнь,"3,018","3,106","2,940","3,228","3,546","3,488","3,312","3,576","3,500","3,226","2,715","3,018","2,815","2,667","1,925"
98000000000 Республика Саха (Якутия),65 июль,619,728,599,791,906,838,724,804,811,834,759,830,628,623,452
98000000000 Республика Саха (Якутия),119 январь-июль,"3,637","3,834","3,539","4,019","4,452","4,326","4,036","4,380","4,311","4,060","3,474","3,848","3,443","3,290","2,377"
98000000000 Республика Саха (Якутия),60 август,844,913,"1,388","1,105",986,"1,030",995,"1,024","1,029",896,803,794,952,788,533
98000000000 Республика Саха (Якутия),116 январь-август,"4,481","4,747","4,927","5,124","5,438","5,356","5,031","5,404","5,340","4,956","4,277","4,642","4,395","4,078","2,910"
98000000000 Республика Саха (Якутия),108 сентябрь,769,765,691,930,717,872,727,776,700,657,601,674,573,592,401
98000000000 Республика Саха (Якутия),125 январь-сентябрь,"5,250","5,512","5,618","6,054","6,155","6,228","5,758","6,180","6,040","5,613","4,878","5,316","4,968","4,670","3,311"
98000000000 Республика Саха (Якутия),105 октябрь,489,526,551,618,757,618,571,622,674,623,470,451,318,476,475
98000000000 Республика Саха (Якутия),124 январь-октябрь,"5,739","6,038","6,169","6,672","6,912","6,846","6,329","6,802","6,714","6,236","5,348","5,767","5,286","5,146","3,786"
98000000000 Республика Саха (Якутия),104 ноябрь,575,722,554,593,620,986,564,649,566,506,436,507,340,576,308
